Subject;Party;RevAOTE;CRT_ACC;Conspiracist_Ideation;Paranormal_Belief;MV_Traditional;MV_CareFairness;Social_Conserv;Fiscal_Conserv;FreeMarketIdeology;ConservativeOpinions;Science_Overall;Religious_Belief;GodType;Theism;PolCat;Conservatism;IdeologicalStrength;DemRep_C;MV_Rationality;Random;P.Abortion;P.GayMarriage;P.Military;P.CapitalPunishment;P.MenFeminism;P.PoliceAuthority;P.War;P.ControlSpeakers;P.MenSexism;P.MicroAggressions;GovTrust;P.GlobalWarming;P.BigBang;P.Evolution;P.OldEarth;P.StemCell;P.Vaccines;P.TechProblems;P.ModernMedicine;P.IQHeritable;P.Detox;P.Genes;P.GM_Health;P.NuclearPower;TrustScien;Education.0;ResponseID;ResponseSet;Name;ExternalDataReference;Email;Status;StartDate;EndDate;Finished;age;gender;hhi;ethnicity;hispanic;education;political_party;region;confirmCode;Order;Consent;AOT2;AOT2_1;AOT2_2;AOT2_3;AOT2_4;AOT2_5;AOT2_6;AOT2_7;AOT2_8;AOT_RT_1;AOT_RT_2;AOT_RT_3;AOT_RT_4;CI;CI_1;CI_2;CI_3;CI_4;CI_5;CI_6;CI_7;CI_8;CI_9;CI_10;CI_11;CI_12;CI_13;CI_14;CI_15;CI_RT_1;CI_RT_2;CI_RT_3;CI_RT_4;PB;PB_1;PB_2;PB_3;PB_4;PB_5;PB_6;PB_7;PB_8;PB_9;PB_10;PB_11;PB_12;PB_13;PB_14;PB_15;PB_16;PB_17;PB_18;PB_19;PB_20;PB_21;PB_22;PB_RT_1;PB_RT_2;PB_RT_3;PB_RT_4;Moral;Kindness;Purity;Autonomy;Helfpulnes;RespectAut;Fairness;AvoidHarm;Rights;Patriotism;RespectTra;Knowledge;Facts;Empiricism;Irrational;Ignorance;Moral_RT_1;Moral_RT_2;Moral_RT_3;Moral_RT_4;Sci;Evolution;GlobalWarm;TechProble;GM_Health;BigBang;Vaccines;OldEarth;ModMedicin;StemCell;IQHeritable;Detox;NuclearPower;Genes;Sci_RT_1;Sci_RT_2;Sci_RT_3;Sci_RT_4;Politic;Abortion;GayMarriag;War;CapitalPun;Military;PoliceAuth;Microaggre;ControSpea;MenSexism;MenFeminis;FMI_1;FMI_2;FMI_3;FMI_4;FMI_5;Politic_RT_1;Politic_RT_2;Politic_RT_3;Politic_RT_4;Rb_1;Rb_2;Rb_3;Rb_4;Rb_5;Rb_6;Rb_7;Rb_8;Rb_9;CRTInst;CRT1_1;CRT1_2;CRT1_3;CRT3_1;CRT3_2;CRT3_3;Age.0;English;Income;Ethnicity_1;Ethnicity_2;Ethnicity_3;Ethnicity_4;Ethnicity_5;Ethnicity_6;Ethnicity_6_TEXT;Ethnicity_8;Social_Conservatism;Fiscal_Conservatism;Party_TEXT;POTUS2016;Trump_favorability_1;Trump_2020;Gender.0;Gender_2;Gender_TEXT;LocationLatitude;LocationLongitude;LocationAccuracy;AOT2b_1;AOT2b_2;AOT2b_3;AOT2b_4;AOT2b_5;AOT2b_6;AOT2b_7;AOT2b_8;P.AOT2_1;P.AOT2_2;P.AOT2_3;P.AOT2_4;P.AOT2_5;P.AOT2_6;P.AOT2_7;P.AOT2_8;P.CI_1;P.CI_2;P.CI_3;P.CI_4;P.CI_5;P.CI_6;P.CI_7;P.CI_8;P.CI_9;P.CI_10;P.CI_11;P.CI_12;P.CI_13;P.CI_14;P.CI_15;P.PB_1;P.PB_2;P.PB_3;P.PB_4;P.PB_5;P.PB_6;P.PB_7;P.PB_8;P.PB_9;P.PB_10;P.PB_11;P.PB_12;P.PB_13;P.PB_14;P.PB_15;P.PB_16;P.PB_17;P.PB_18;P.PB_19;P.PB_20;P.PB_21;P.PB_22;P.Kindness;P.Purity;P.Autonomy;P.Helpfulness;P.RespectAuthority;P.Fairness;P.AvoidHarm;P.Rights;P.Patriotism;P.RespectTradition;P.Knowledge;P.Facts;P.Empiricism;P.Irrational;P.Ignorance;TechProblems;GM_Health2;Vaccines2;Detox2;PI.Abortion;PI.GayMarriage;PI.MicroAggressions;PI.ControlSpeakers;PI.MenFeminism;FMIb_1;FMIb_2;FMIb_3;FMIb_4;FMIb_5;P.FMI_1;P.FMI_2;P.FMI_3;P.FMI_4;P.FMI_5;P.Rb_1;P.Rb_2;P.Rb_3;P.Rb_4;P.Rb_5;P.Rb_6;P.Rb_7;P.Rb_8;P.Rb_9;CRT_ACC_1;CRT_ACC_2;CRT_ACC_3;CRT_ACC_4;CRT_ACC_5;CRT_ACC_6;AOT_split;DemRep;RepDem;ZConservativeOpinions;ZRevAOTE;ZCRT_ACC;ZDemRep_C;AOTxCRT;AOTxDemRep;DemRepxCRT;AOTxDemRepxCRT;ZConspiracist_Ideation;ConspxDemRep;AOTxDemRepxConsp;Hisp;White;Black;ZConservatism;AOTxConserv;College;CollegeDegree
381;3;80;.5;50;20.4545454545455;85;100;75;75;33.3333333333333;51.6666666666667;51.2820512820513;88.8888888888889;1;1;3;75;25;4;96;2;100;0;100;100;50;100;50;0;16.6666666666667;0;4;100;0;0;100;100;100;50;83.3333333333333;83.3333333333333;0;50;0;0;3;5;R_2UW8dKkgmxyJTgc;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;36;2;15;1;1;6;5;3;506368;1;1;1;6;5;1;3;6;1;6;6;329.826;353.552;354.879;9;1;3;3;3;3;3;2;4;3;3;3;1;3;3;3;5;48.679;73.597;74.434;15;1;4;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;5;4;4;3;7;5;21.23;66.18;67.461;28;1;6;3;6;6;6;6;6;6;6;6;6;6;6;6;5;91.816;129.16;130.299;20;1;1;7;4;7;1;1;7;6;7;6;7;1;4;96.032;130.514;131.427;16;1;1;7;4;7;7;7;7;7;2;4;2;4;4;7;4;3.871;114.54;115.946;19;7;7;7;7;7;7;1;7;7;1;8;10;20;1;8;3;36;1;9;1; ; ; ; ; ; ; ;4;4; ;2;83;5;2;2; ;28.597793579102;-81.302398681641;-1;6;5;6;4;1;6;6;6;100;80;100;60;0;100;100;100;50;50;50;50;50;25;75;50;50;50;0;50;50;50;100;50;0;0;0;0;0;0;0;0;0;0;0;33.3333333333333;0;0;0;66.6666666666667;50;50;33.3333333333333;100;66.6666666666667;100;40;100;100;100;100;100;100;100;100;100;100;100;100;80;4;1;7;1;7;1;1;1;4;2;4;4;1;4;16.6666666666667;50;50;0;50;100;100;100;100;100;100;0;100;100;0;1;0;0;1;1;2;2;1;.241495778312026;.260438522040794;.563140804232796;.614730374900962;.146663558755253;.16009947029279;.346179757708055;.0901585444579261;-.130742465498608;-.0803713648314351;-.0209317994711004;0;1;0;.962438497236632;.250656059775471;2;2
382;3;75;.166666666666667;71.6666666666667;53.030303030303;80;100;75;75;66.6666666666667;71.6666666666667;56.4102564102564;79.6296296296296;2;1;3;75;25;4;68;2;100;33.3333333333333;66.6666666666667;100;33.3333333333333;100;33.3333333333333;100;66.6666666666667;83.3333333333333;2;66.6666666666667;16.6666666666667;16.6666666666667;100;66.6666666666667;50;83.3333333333333;66.6666666666667;83.3333333333333;33.3333333333333;66.6666666666667;33.3333333333333;50;2;4;R_2zdpffyZpVhnO8f;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;62;2;1;1;1;5;5;4;536257;2;1;1;5;5;2;4;3;2;6;5;52.484;103.489;104.848;14;1;4;3;5;4;4;4;4;4;3;3;4;4;4;3;5;40.814;121.755;123.155;25;1;5;3;1;5;4;6;5;5;3;5;3;2;5;3;2;4;5;5;4;4;6;7;27.706;118.808;120.183;35;1;6;5;6;6;6;6;6;6;4;5;4;4;5;5;4;24.258;96.862;98;23;1;2;5;2;5;2;4;7;5;5;6;5;4;5;9.236;80.296;81.749;21;1;1;5;3;7;5;7;2;1;5;5;5;3;5;3;3;13.624;131.427;132.89;34;6;6;5;5;6;6;7;5;6;1;8;50;20;1;8;1;62;1;5;1; ; ; ; ; ; ; ;4;4; ;2;92;7;2;2; ;34.044692993164;-118.44869995117;-1;5;5;5;3;4;5;6;5;80;80;80;40;60;80;100;80;75;50;100;75;75;75;75;75;50;50;75;75;75;50;100;66.6666666666667;33.3333333333333;0;66.6666666666667;50;83.3333333333333;66.6666666666667;66.6666666666667;33.3333333333333;66.6666666666667;33.3333333333333;16.6666666666667;66.6666666666667;33.3333333333333;16.6666666666667;50;66.6666666666667;66.6666666666667;50;50;83.3333333333333;100;100;80;100;100;100;100;100;100;60;80;60;60;80;80;60;6;3;4;3;7;3;6;7;3;5;5;5;5;5;66.6666666666667;66.6666666666667;66.6666666666667;66.6666666666667;66.6666666666667;83.3333333333333;83.3333333333333;66.6666666666667;66.6666666666667;83.3333333333333;83.3333333333333;100;66.6666666666667;83.3333333333333;0;0;0;0;1;0;2;2;1;1.33266535529268;-.188226022747667;-.644044517058094;.614730374900962;.121225937918287;-.11570825352979;-.395913727424031;.074521266264229;.860243570834617;.528817852805306;-.0995372811915038;0;1;0;.962438497236632;-.181155970474092;2;2
383;3;50;.166666666666667;65;39.3939393939394;80;73.3333333333333;50;50;53.3333333333333;43.3333333333333;53.8461538461538;70.3703703703704;3;1;4;50;0;2;72;2;16.6666666666667;0;83.3333333333333;66.6666666666667;16.6666666666667;66.6666666666667;83.3333333333333;33.3333333333333;50;16.6666666666667;5;66.6666666666667;66.6666666666667;66.6666666666667;50;66.6666666666667;33.3333333333333;33.3333333333333;50;50;33.3333333333333;66.6666666666667;50;66.6666666666667;4;4;R_1jDEZNNpuCoaNSc;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;27;2;6;15;2;4;3;4;501328;1;1;1;1;1;1;1;1;1;1;1;35.669;47.035;47.957;8;1;4;4;4;3;4;4;4;2;2;4;4;4;4;3;4;4.461;46.112;47.001;19;1;5;4;4;2;4;4;5;5;4;1;1;4;4;1;5;1;4;6;4;4;1;1;3.834;99.817;100.959;25;1;5;5;5;5;5;4;5;4;5;5;4;5;4;5;5;7.555;156.423;157.104;15;1;5;5;5;4;5;5;4;4;5;4;5;5;5;5.518;39.048;40.641;15;1;6;7;6;5;6;5;6;5;4;6;6;5;6;5;5;3.969;30.838;31.844;19;6;7;4;5;4;4;6;4;7;1;8;50;80;2;7;1;19;1;2;1; ; ; ; ; ; ; ;3;3; ;5;20;1;2;2; ;47.663101196289;-122.30290222168;-1;1;1;6;6;6;6;1;1;0;0;100;100;100;100;0;0;75;75;75;50;75;75;75;25;25;75;75;75;75;50;75;66.6666666666667;50;50;16.6666666666667;50;50;66.6666666666667;66.6666666666667;50;0;0;50;50;0;66.6666666666667;0;50;83.3333333333333;50;50;0;0;80;80;80;80;80;60;80;60;80;80;60;80;60;80;80;3;4;3;3;2;1;2;3;2;6;3;6;3;3;83.3333333333333;33.3333333333333;83.3333333333333;33.3333333333333;33.3333333333333;83.3333333333333;100;50;66.6666666666667;50;50;83.3333333333333;50;100;0;0;0;1;0;0;1;1;2;-.800881439770141;-.183817334734456;-.304880900126228;-.87225664267505;.0560423944726452;.160335891260953;.265934390359851;-.0488833508501803;.555324790424394;-.484385737289808;.089038495211997;1;0;0;.041999467304118;-.00772023014010991;2;2
384;3;55;.166666666666667;41.6666666666667;0;85;100;50;50;50;50;58.974358974359;85.1851851851852;1;1;4;50;0;4;88;2;100;100;50;0;50;50;0;100;0;50;1;83.3333333333333;83.3333333333333;83.3333333333333;83.3333333333333;83.3333333333333;16.6666666666667;16.6666666666667;83.3333333333333;83.3333333333333;0;83.3333333333333;16.6666666666667;50;3;5;R_DkGFS1kPRPImwH7;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;35;2;5;15;2;6;5;4;927506;2;1;1;5;5;5;5;5;2;4;5;6.902;30.059;30.69;11;1;3;3;4;3;3;3;1;1;1;3;3;1;3;4;4;6.631;61.604;62.499;15;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;11.128;37.753;38.781;23;1;6;6;6;6;6;6;6;6;6;3;6;6;3;6;6;13.276;349.917;350.922;19;1;6;6;6;6;6;6;6;6;6;6;7;4;6;4.019;29.105;29.977;15;1;1;1;1;1;4;4;4;1;1;4;4;4;1;1;4;1.308;47.997;49.381;17;6;7;1;7;7;7;6;7;7;1;8;50;80;1;7;3;35;1;4; ;1; ; ; ; ; ; ;3;3; ;1;2;1;2;2; ;34.066192626953;-117.39929962158;-1;5;5;2;2;2;5;4;5;80;80;20;20;20;80;60;80;50;50;75;50;50;50;0;0;0;50;50;0;50;75;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;100;100;100;100;100;100;100;40;100;100;40;100;100;2;2;2;1;7;7;4;7;4;4;4;1;7;4;50;50;0;100;50;83.3333333333333;100;0;100;100;100;83.3333333333333;100;100;0;0;0;0;0;1;1;2;1;-.262134612586216;.555422141022703;-.304880900126228;.45723130462805;-.169337602305039;.253956390159115;-.13940109172089;-.0774264528245187;-.511890941011386;-.234052562785917;-.129997975534404;1;0;0;.041999467304118;.0233274340518662;2;2
385;3;52.5;0;60;53.030303030303;40;43.3333333333333;50;50;53.3333333333333;53.3333333333333;57.6923076923077;51.8518518518518;1;1;4;50;0;5;40;2;66.6666666666667;50;33.3333333333333;50;66.6666666666667;66.6666666666667;50;50;50;50;4;66.6666666666667;50;66.6666666666667;50;50;66.6666666666667;50;66.6666666666667;50;66.6666666666667;66.6666666666667;50;50;3;4;R_BsKzwh4ZpppD0GZ;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;36;2;5;4;1;6;9;4;943609;1;1;1;4;5;5;4;4;4;4;5;4.196;26.514;27.961;30;1;4;3;3;4;3;4;3;3;3;3;4;3;4;3;4;1.34;24.543;28.143;31;1;4;4;5;4;4;4;4;5;4;4;4;4;4;4;5;4;4;4;5;5;3;4;2.027;67.781;68.832;66;1;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;1.144;47.576;48.435;38;1;5;5;4;4;4;3;4;5;4;4;3;4;5;2.654;43.924;44.576;37;1;3;4;4;4;3;5;4;4;4;3;4;4;4;3;4;1.053;72.267;72.966;64;4;4;4;4;5;4;4;4;4;1;8;50;20;1;7;1;26;1;3; ; ; ;1; ; ; ; ;3;3; ;2;76;4;2;2; ;33.783203125;-117.97729492188;-1;4;5;2;3;3;3;4;5;60;80;20;40;40;40;60;80;75;50;50;75;50;75;50;50;50;50;75;50;75;50;75;50;50;66.6666666666667;50;50;50;50;66.6666666666667;50;50;50;50;50;50;66.6666666666667;50;50;50;66.6666666666667;66.6666666666667;33.3333333333333;50;40;40;40;40;40;40;40;60;40;40;40;40;40;40;40;4;4;5;5;5;4;4;4;5;4;4;4;5;4;50;50;50;66.6666666666667;50;50;50;50;50;66.6666666666667;50;50;50;50;0;0;0;0;0;0;1;2;1;.00723880100574615;.185802403144123;-.972539951445464;1.1219752782796;-.180700260132236;.208465702972646;-1.09116578266105;-.202741224647062;.326635705116727;.366477186144393;.0680923418831245;0;0;0;.041999467304118;.00780360195587816;2;2
386;3;57.5;.166666666666667;53.3333333333333;50;80;86.6666666666667;50;50;36.6666666666667;48.3333333333333;56.4102564102564;94.4444444444445;1;1;4;50;0;4;32;2;83.3333333333333;83.3333333333333;66.6666666666667;50;50;50;0;33.3333333333333;50;16.6666666666667;2;100;50;16.6666666666667;100;50;100;83.3333333333333;33.3333333333333;100;16.6666666666667;66.6666666666667;0;16.6666666666667;3;5;R_1Zwl7d7PzydL08p;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;45;2;13;4;1;6;4;4;564277;2;1;1;5;4;3;4;3;4;4;4;3.355;164.662;171.422;29;1;3;3;3;3;4;3;3;3;3;3;3;3;3;3;4;1.634;210.097;210.92;44;1;4;5;4;4;4;2;3;5;4;5;4;3;4;4;4;4;4;3;4;5;4;5;6.171;195.893;196.82;85;1;6;5;5;5;5;5;6;5;5;5;4;4;2;2;1;6.515;305.291;307.161;59;1;2;7;2;7;4;1;7;3;4;7;6;2;5;1.532;193.547;197.147;44;1;2;2;1;4;5;4;6;5;4;4;4;6;4;6;4;3.575;352.11;354.701;54;6;7;7;7;7;7;6;6;7;1;8;50;20;1;8;1;45;1;8; ; ; ;1; ; ; ; ;3;3; ;4;40;4;2;2; ;33.835098266602;-117.86520385742;-1;5;4;4;3;4;3;4;4;80;60;60;40;60;40;60;60;50;50;50;50;75;50;50;50;50;50;50;50;50;50;75;50;66.6666666666667;50;50;50;16.6666666666667;33.3333333333333;66.6666666666667;50;66.6666666666667;50;33.3333333333333;50;50;50;50;50;33.3333333333333;50;66.6666666666667;50;66.6666666666667;100;80;80;80;80;80;100;80;80;80;60;60;20;20;0;6;1;7;2;6;6;2;3;4;4;2;4;2;4;50;16.6666666666667;50;16.6666666666667;50;83.3333333333333;100;100;100;100;100;83.3333333333333;83.3333333333333;100;0;0;0;0;1;0;1;2;1;-.396821319382197;.925041878901283;-.304880900126228;.45723130462805;-.28202760069388;.422958105125616;-.13940109172089;-.128951847806382;.021716924706504;.00992965781606398;.00918534932301863;0;0;0;.041999467304118;.0388512661478543;2;2
387;3;60;0;35;37.8787878787879;45;70;50;50;43.3333333333333;45;67.948717948718;57.4074074074074;2;1;4;50;0;4;52;2;33.3333333333333;33.3333333333333;33.3333333333333;50;50;50;50;50;50;50;5;83.3333333333333;100;83.3333333333333;66.6666666666667;83.3333333333333;50;33.3333333333333;83.3333333333333;83.3333333333333;33.3333333333333;66.6666666666667;50;66.6666666666667;3;6;R_3lWWlvg6bHMJ0AE;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;27;2;1;4;1;7;7;3;649689;1;1;1;6;5;3;4;4;5;5;4;16.505;135.167;136.078;33;1;2;3;2;3;1;2;3;3;2;2;2;4;2;3;2;3.534;102.914;102.959;42;1;2;2;2;2;3;5;3;2;4;2;4;5;4;3;3;4;5;3;5;4;3;2;1.687;140.819;141.974;57;1;5;1;4;4;4;5;5;4;4;4;4;3;4;4;3;7.501;140.886;141.639;35;1;6;6;5;4;7;4;5;6;6;6;5;5;5;8.467;79.295;79.329;36;1;5;5;4;4;3;4;4;4;4;4;3;4;4;5;4;13.769;166.869;167.556;37;4;5;4;5;4;4;4;4;6;1;8;50;20;1;7;1;28;1;2; ; ; ;1; ; ; ; ;3;3; ;4;87;4;2;2; ;35.319305419922;-80.745597839355;-1;6;5;4;3;3;2;5;4;100;80;60;40;40;20;80;60;25;50;25;50;0;25;50;50;25;25;25;75;25;50;25;16.6666666666667;16.6666666666667;16.6666666666667;16.6666666666667;33.3333333333333;66.6666666666667;33.3333333333333;16.6666666666667;50;16.6666666666667;50;66.6666666666667;50;33.3333333333333;33.3333333333333;50;66.6666666666667;33.3333333333333;66.6666666666667;50;33.3333333333333;16.6666666666667;80;0;60;60;60;80;80;60;60;60;60;40;60;60;40;3;4;4;3;3;3;4;4;4;3;4;4;3;4;33.3333333333333;50;50;33.3333333333333;50;50;66.6666666666667;50;66.6666666666667;50;50;50;50;83.3333333333333;0;0;0;0;0;0;1;2;1;-.66619473297416;1.29466161677986;-.972539951445464;.45723130462805;-1.25911014592139;.591959820092117;-.44467571080231;-.575704574690053;-.816809721421609;-.373470974558477;-.483518535742228;0;0;0;.041999467304118;.0543750982438423;2;2
388;3;90;.5;60;0;45;83.3333333333333;50;50;63.3333333333333;40;61.5384615384615;0;1;1;4;50;0;3;40;2;0;50;50;83.3333333333333;50;16.6666666666667;33.3333333333333;0;66.6666666666667;50;5;83.3333333333333;50;50;50;66.6666666666667;100;100;83.3333333333333;66.6666666666667;50;50;50;0;3;5;R_3dy8Mk8X9OiJOXn;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;47;2;1;4;1;6;7;4;290863;1;1;1;6;6;5;1;1;1;6;6;2.774;46.183;47.304;27;1;4;3;4;3;4;3;2;2;4;3;3;4;4;3;5;4.806;199.789;200.9;55;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;6.579;69.224;72.745;72;1;5;1;4;4;3;6;6;6;3;6;4;3;4;2;2;2.769;79.792;80.787;52;1;4;6;1;4;4;1;4;6;5;5;4;1;4;10.901;397.102;397.803;52;1;7;4;3;6;4;2;4;7;5;4;4;4;6;2;4;16.139;346.147;347.881;58;1;1;1;1;1;1;1;1;1;1;8;50;20;2;8;3;48;1;5; ; ; ;1; ; ; ; ;3;3; ;5;0;1;2;2; ;33.312393188477;-111.9195022583;-1;6;6;2;6;6;6;6;6;100;100;20;100;100;100;100;100;75;50;75;50;75;50;25;25;75;50;50;75;75;50;100;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;60;60;40;100;100;100;40;100;60;40;60;20;20;7;4;7;4;1;4;4;1;4;4;4;6;6;4;50;50;83.3333333333333;83.3333333333333;50;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;1;2;-.395019808260025;1.15776761161771;.563140804232796;-.0468709376757341;.651986183921083;-.0542656535671174;-.0263949375378581;-.0305592037920048;.326635705116727;-.0153097217771956;-.0177251000165154;0;0;0;.041999467304118;.048625622949905;2;2
389;3;55;.666666666666667;46.6666666666667;55.3030303030303;55;66.6666666666667;50;50;46.6666666666667;41.6666666666667;73.0769230769231;100;1;1;4;50;0;3;64;2;0;0;66.6666666666667;100;16.6666666666667;100;66.6666666666667;16.6666666666667;0;50;2;100;50;66.6666666666667;100;100;100;33.3333333333333;100;100;0;100;50;50;5;5;R_29v2ghtODr1zVnH;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;45;2;21;1;1;6;3;2;874077;2;1;1;5;5;5;5;5;3;5;5;2.586;18.437;18.914;23;1;3;4;4;3;3;3;1;4;2;2;2;2;3;3;4;4.6;56.037;56.445;39;1;5;5;2;5;4;5;5;5;1;5;4;5;5;3;1;6;4;5;5;5;5;5;2.564;45.525;46.183;58;1;5;4;4;5;4;4;4;4;3;4;5;4;4;3;5;1.388;33.531;33.774;43;1;5;7;5;4;4;1;7;7;7;7;7;4;7;1.532;35.601;36.327;46;1;7;7;5;7;5;7;4;6;1;6;5;5;4;4;5;1.567;53.942;54.756;55;7;7;7;7;7;7;7;7;7;1;4;50;39;1;8;3;45;1;12;1; ; ; ; ; ; ; ;3;3; ;1;0;1;2;2; ;41.779006958008;-87.778900146484;-1;5;5;2;2;2;4;5;5;80;80;20;20;20;60;80;80;50;75;75;50;50;50;0;75;25;25;25;25;50;50;75;66.6666666666667;66.6666666666667;16.6666666666667;66.6666666666667;50;66.6666666666667;66.6666666666667;66.6666666666667;0;66.6666666666667;50;66.6666666666667;66.6666666666667;33.3333333333333;0;83.3333333333333;50;66.6666666666667;66.6666666666667;66.6666666666667;66.6666666666667;66.6666666666667;80;60;60;80;60;60;60;60;40;60;80;60;60;40;80;3;4;7;1;1;1;4;2;2;5;3;4;4;3;66.6666666666667;33.3333333333333;50;50;33.3333333333333;100;100;100;100;100;100;100;100;100;1;0;1;0;1;1;1;1;2;-.935568146566122;.555422141022703;1.69809625383148;-.2075126690235;.943160256965711;-.115257130918368;-.352376485891377;-.195717702239845;-.283201855703719;.0587679729494869;.0326410333591683;0;1;0;.041999467304118;.0233274340518662;2;2
390;3;40;.833333333333333;45;51.5151515151515;70;0;50;50;53.3333333333333;75;57.6923076923077;100;1;1;4;50;0;4;48;2;0;100;83.3333333333333;100;50;100;66.6666666666667;100;50;100;4;66.6666666666667;0;0;100;66.6666666666667;83.3333333333333;50;66.6666666666667;66.6666666666667;50;50;100;50;4;4;R_2ckGxUG6nT2X928;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;56;2;1;1;1;5;5;2;548437;2;1;1;3;3;4;5;5;4;4;4;10.954;123.131;125.317;8;1;2;2;2;3;3;3;2;4;3;2;2;4;3;3;4;11.101;121.572;122.506;15;1;5;5;1;5;7;1;5;5;1;5;7;1;5;1;1;6;7;5;5;5;2;5;8.33;109.398;110.376;25;1;1;6;1;1;4;1;1;1;3;5;4;4;3;3;3;230.662;316.758;317.889;16;1;1;5;4;1;1;2;7;5;5;5;4;4;4;44.389;128.528;129.582;14;1;7;1;5;7;6;7;1;1;4;4;5;5;5;4;4;10.099;210.919;212.052;17;7;7;7;7;7;7;7;7;7;1;8;10;39;2;8;3;56;1;2;1; ; ; ; ; ; ; ;3;3; ;2;94;7;2;2; ;37.014205932617;-93.198600769043;-1;3;3;3;2;2;3;4;4;40;40;40;20;20;40;60;60;25;25;25;50;50;50;25;75;50;25;25;75;50;50;75;66.6666666666667;66.6666666666667;0;66.6666666666667;100;0;66.6666666666667;66.6666666666667;0;66.6666666666667;100;0;66.6666666666667;0;0;83.3333333333333;100;66.6666666666667;66.6666666666667;66.6666666666667;16.6666666666667;66.6666666666667;0;100;0;0;60;0;0;0;40;80;60;60;40;40;40;4;7;6;4;1;7;7;7;4;5;3;5;4;4;66.6666666666667;33.3333333333333;66.6666666666667;50;50;100;100;100;100;100;100;100;100;100;0;1;1;1;1;1;1;2;1;1.7581659893535;-1.66229628624877;2.36575530515071;.45723130462805;-3.93258625792537;-.76005389963989;1.08169738460479;-1.79810154527356;-.359431550806275;-.164343356899636;.273187351843923;0;1;0;.041999467304118;-.0698155585240622;2;2
391;3;47.5;0;30;87.8787878787879;95;100;50;50;50;51.6666666666667;73.0769230769231;100;1;1;4;50;0;4;64;2;0;0;100;100;33.3333333333333;50;100;16.6666666666667;100;16.6666666666667;2;100;100;100;100;100;50;33.3333333333333;83.3333333333333;100;16.6666666666667;100;0;66.6666666666667;4;5;R_ReJGqO2nzvIvLXP;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;27;2;16;1;1;6;4;3;147432;2;1;1;6;5;5;5;4;6;4;4;3.112;41.009;41.504;18;1;1;1;2;1;2;2;1;1;1;3;4;4;4;1;5;8.576;82.074;82.77;39;1;7;6;6;7;4;7;7;6;4;7;4;7;7;7;4;7;7;7;7;6;7;7;5.442;64.948;65.736;58;1;6;5;6;6;6;6;6;6;6;6;6;4;1;4;6;11.162;60.273;60.321;46;1;7;7;5;7;7;4;7;6;7;7;6;5;7;4.794;56.239;56.871;34;1;7;7;7;7;7;4;6;6;7;5;4;4;4;4;4;6.469;91.685;92.307;39;7;7;7;7;7;7;7;7;7;1;8;50;20;1;7;1;25;1;8;1; ; ; ; ; ; ; ;3;3; ;5;75;4;2;2; ;37.751007080078;-97.821998596191;-1;6;5;2;2;3;1;4;4;100;80;20;20;40;0;60;60;0;0;25;0;25;25;0;0;0;50;75;75;75;0;100;100;83.3333333333333;83.3333333333333;100;50;100;100;83.3333333333333;50;100;50;100;100;100;50;100;100;100;100;83.3333333333333;100;100;100;80;100;100;100;100;100;100;100;100;100;60;0;60;100;3;1;4;2;1;1;2;2;3;4;4;4;4;4;50;50;50;50;50;100;100;100;100;100;100;100;100;100;0;0;0;0;0;0;1;2;1;-.127447905790234;-.553437072613036;-.972539951445464;.45723130462805;.538239663727202;-.253048754740387;-.44467571080231;.246100023648551;-1.04549880672928;-.478034783387897;.264562171125404;0;1;0;.041999467304118;-.023244062236098;2;2
